# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
Rnaseh2c	RNASEH2C	1:1
Rnasek	RNASEK	1:1
Rnasel	RNASEL	1:1
Rnaset2a	RNASET2	1:1
Rnaset2b	RNASET2	1:1
Rnd1	RND1	1:1
Rnd2	RND2	1:1
Rnd3	RND3	1:1
Rnf10	RNF10	1:1
Rnf103	RNF103	1:1
Rnf11	RNF11	1:1
Rnf111	RNF111	1:1
Rnf112	RNF112	1:1
Rnf113a1	RNF113A	1:1
Rnf113a2	RNF113A	1:1
Rnf114	RNF114	1:1
Rnf115	RNF115	1:1
Rnf121	RNF121	1:1
Rnf122	RNF122	1:1
Rnf123	RNF123	1:1
Rnf125	RNF125	1:1
Rnf126	RNF126	1:1
Rnf128	RNF128	1:1
Rnf13	RNF13	1:1
Rnf130	RNF130	1:1
Rnf133	RNF133	1:1
Rnf135	RNF135	1:1
Rnf138	RNF138	1:1
Rnf139	RNF139	1:1
Rnf14	RNF14	1:1
Rnf141	RNF141	1:1
Rnf144a	RNF144A	1:1
Rnf144b	RNF144B	1:1
Rnf145	RNF145	1:1
Rnf146	RNF146	1:1
Rnf148	RNF148	1:1
Rnf149	RNF149	1:1
Rnf150	RNF150	1:1
Rnf151	RNF151	1:1
Rnf152	RNF152	1:1
Rnf157	RNF157	1:1
Rnf166	RNF166	1:1
Rnf167	RNF167	1:1
Rnf168	RNF168	1:1
Rnf169	RNF169	1:1
Rnf17	RNF17	1:1
Rnf170	RNF170	1:1
Rnf180	RNF180	1:1
Rnf181	RNF181	1:1
Rnf182	RNF182	1:1
Rnf183	RNF183	1:1
Rnf185	RNF185	1:1
Rnf186	RNF186	1:1
Rnf187	RNF187	1:1
Rnf19a	RNF19A	1:1
Rnf19b	RNF19B	1:1
Rnf2	RNF2	1:1
Rnf20	RNF20	1:1
Rnf207	RNF207	1:1
Rnf208	RNF208	1:1
Rnf212	RNF212	1:1
Rnf212b	RNF212B	1:1
Rnf213	RNF213	1:1
Rnf214	RNF214	1:1
Rnf215	RNF215	1:1
Rnf216	RNF216	1:1
Rnf217	RNF217	1:1
Rnf220	RNF220	1:1
Rnf222	RNF222	1:1
Rnf223	RNF223	1:1
Rnf224	RNF224	1:1
Rnf225	RNF225	1:1
Rnf227	RNF227	1:1
Rnf228	RNF228	1:1
Rnf24	RNF24	1:1
Rnf25	RNF25	1:1
Rnf26	RNF26	1:1
Rnf26rt	RNF26	1:1
Rnf31	RNF31	1:1
Rnf32	RNF32	1:1
Rnf34	RNF34	1:1
Rnf38	RNF38	1:1
Rnf39	RNF39	1:1
Rnf4	RNF4	1:1
Rnf40	RNF40	1:1
Rnf41	RNF41	1:1
Rnf43	RNF43	1:1
Rnf44	RNF44	1:1
Rnf5	RNF5	1:1
Rnf6	RNF6	1:1
Rnf7	RNF7	1:1
Rnf7l	RNF7	1:1
Rnf8	RNF8	1:1
Rnft1	RNFT1	1:1
Rnft2	RNFT2	1:1
Rngtt	RNGTT	1:1
Rnh1	RNH1	1:1
Rnls	RNLS	1:1
Rnmt	RNMT	1:1
Rnpc3	RNPC3	1:1
Rnpep	RNPEP	1:1
Rnpepl1	RNPEPL1	1:1
Rnps1	RNPS1	1:1
Rnu11	RNU11	1:1
Rny1	RNY1	1:1
Ro60	RO60	1:1
Robo1	ROBO1	1:1
Robo2	ROBO2	1:1
Robo3	ROBO3	1:1
Robo4	ROBO4	1:1
Rock1	ROCK1	1:1
Rock2	ROCK2	1:1
Rogdi	ROGDI	1:1
Rom1	ROM1	1:1
Romo1	ROMO1	1:1
Ropn1	ROPN1	many
Ropn1	ROPN1B	many
Ropn1l	ROPN1L	1:1
Ror1	ROR1	1:1
Ror2	ROR2	1:1
Rora	RORA	1:1
Rorb	RORB	1:1
Rorc	RORC	1:1
Ros1	ROS1	1:1
Rp1	RP1	1:1
Rp1l1	RP1L1	1:1
Rp2	RP2	1:1
Rp9	RP9	1:1
Rpa1	RPA1	1:1
Rpa2	RPA2	1:1
Rpa3	RPA3	1:1
Rpain	RPAIN	1:1
Rpap1	RPAP1	1:1
Rpap2	RPAP2	1:1
Rpap3	RPAP3	1:1
Rpe	RPE	many
Rpe	RPEL1	many
Rpe65	RPE65	1:1
Rpf1	RPF1	1:1
Rpf2	RPF2	1:1
Rpgr	RPGR	1:1
Rpgrip1	RPGRIP1	1:1
Rpgrip1l	RPGRIP1L	1:1
Rph3a	RPH3A	1:1
Rph3al	RPH3AL	1:1
Rpia	RPIA	1:1
Rpl10	RPL10	1:1
Rpl10a	RPL10A	1:1
Rpl10l	RPL10L	1:1
Rpl11	RPL11	1:1
Rpl12	RPL12	1:1
Rpl13	RPL13	1:1
Rpl13a	RPL13A	1:1
Rpl14	RPL14	1:1
Rpl15	RPL15	1:1
Rpl17	RPL17	1:1
Rpl18	RPL18	1:1
Rpl18a	RPL18A	1:1
Rpl19	RPL19	1:1
Rpl21	RPL21	1:1
Rpl22	RPL22	1:1
Rpl22l1	RPL22L1	1:1
Rpl23	RPL23	1:1
Rpl23a	RPL23A	1:1
Rpl24	RPL24	1:1
Rpl26	RPL26	many
Rpl26	RPL26L1	many
Rpl27	RPL27	1:1
Rpl27a	RPL27A	1:1
Rpl27rt	RPL29	1:1
Rpl28	RPL28	1:1
Rpl29	RPL29	1:1
Rpl3	RPL3	1:1
Rpl30	RPL30	1:1
Rpl31	RPL31	1:1
Rpl32	RPL32	1:1
Rpl34	RPL34	1:1
Rpl34-ps1	RPL34	1:1
Rpl35	RPL35	1:1
Rpl35a	RPL35A	1:1
Rpl36	RPL36	1:1
Rpl36-ps4	RPL36	1:1
Rpl36a	RPL36A	1:1
Rpl36a-ps1	RPL36A	1:1
Rpl36al	RPL36A	many
Rpl36al	RPL36AL	many
Rpl37	RPL37	1:1
Rpl37a	RPL37A	many
Rpl37a	RPL37AP8	many
Rpl37rt	RPL37	1:1
Rpl38	RPL38	1:1
Rpl39	RPL39	1:1
Rpl39l	RPL39L	1:1
Rpl3l	RPL3L	1:1
Rpl4	RPL4	1:1
Rpl41	RPL41	1:1
Rpl5	RPL5	1:1
Rpl6	RPL6	1:1
Rpl7	RPL7	1:1
Rpl7a	RPL7A	1:1
Rpl7l1	RPL7L1	1:1
Rpl8	RPL8	1:1
Rpl9	RPL9	1:1
Rpl9-ps6	RPL9	1:1
Rplp0	RPLP0	many
Rplp0	RPLP0P6	many
Rplp1	RPLP1	1:1
Rplp1rt	RPLP1	1:1
Rplp2	RPLP2	1:1
Rplp2-ps1	RPLP2	1:1
Rpn1	RPN1	1:1
Rpn2	RPN2	1:1
Rpp14	RPP14	1:1
Rpp21	RPP21	1:1
Rpp25	RPP25	1:1
Rpp25l	RPP25L	1:1
Rpp30	RPP30	1:1
Rpp38	RPP38	1:1
Rpp40	RPP40	1:1
Rpph1	RPPH1	1:1
Rprd1a	RPRD1A	1:1
Rprd1b	RPRD1B	1:1
Rprd2	RPRD2	1:1
Rprm	RPRM	1:1
Rprml	RPRML	1:1
Rps10	RPS10	1:1
Rps11	RPS11	1:1
Rps12	RPS12	1:1
Rps13	RPS13	1:1
Rps14	RPS14	1:1
Rps15	RPS15	1:1
Rps15a	RPS15A	1:1
Rps16	RPS16	1:1
Rps17	RPS17	1:1
Rps18	RPS18	1:1
Rps18-ps5	RPS18	1:1
Rps18-ps6	RPS18	1:1
Rps19	RPS19	1:1
Rps19bp1	RPS19BP1	1:1
Rps2	RPS2	1:1
Rps20	RPS20	1:1
Rps21	RPS21	1:1
Rps23	RPS23	1:1
Rps24	RPS24	1:1
Rps25	RPS25	1:1
Rps26	RPS26	many
Rps26	RPS26P11	many
Rps27	RPS27	1:1
Rps27a	RPS27A	1:1
Rps27l	RPS27L	1:1
Rps27rt	RPS27	1:1
Rps28	RPS28	1:1
Rps29	RPS29	1:1
Rps3	RPS3	1:1
Rps3a1	RPS3A	1:1
Rps4x	RPS4X	1:1
Rps5	RPS5	1:1
Rps6	RPS6	1:1
Rps6ka1	RPS6KA1	1:1
Rps6ka2	RPS6KA2	1:1
Rps6ka3	RPS6KA3	1:1
Rps6ka4	RPS6KA4	1:1
Rps6ka5	RPS6KA5	1:1
Rps6ka6	RPS6KA6	1:1
Rps6kb1	RPS6KB1	1:1
Rps6kb2	RPS6KB2	1:1
Rps6kc1	RPS6KC1	1:1
Rps6kl1	RPS6KL1	1:1
Rps7	RPS7	1:1
Rps8	RPS8	1:1
Rps9	RPS9	1:1
Rpsa	RPSA	many
Rpsa	RPSA2	many
Rptn	RPTN	1:1
Rptor	RPTOR	1:1
Rpusd1	RPUSD1	1:1
Rpusd2	RPUSD2	1:1
Rpusd3	RPUSD3	1:1
Rpusd4	RPUSD4	1:1
Rrad	RRAD	1:1
Rraga	RRAGA	1:1
Rragb	RRAGB	1:1
Rragc	RRAGC	1:1
Rragd	RRAGD	1:1
Rras	RRAS	1:1
Rras2	RRAS2	1:1
Rrbp1	RRBP1	1:1
Rreb1	RREB1	1:1
Rrh	RRH	1:1
Rrm1	RRM1	1:1
Rrm2	RRM2	1:1
Rrm2b	RRM2B	1:1
Rrn3	RRN3	many
Rrn3	RRN3P2	many
Rrp1	RRP1	1:1
Rrp12	RRP12	1:1
Rrp15	RRP15	1:1
Rrp1b	RRP1B	1:1
Rrp36	RRP36	1:1
Rrp7a	RRP7A	many
Rrp7a	RRP7BP	many
Rrp8	RRP8	1:1
Rrp9	RRP9	1:1
Rrs1	RRS1	1:1
Rs1	RS1	1:1
Rsad1	RSAD1	1:1
Rsad2	RSAD2	1:1
Rsbn1	RSBN1	1:1
Rsbn1l	RSBN1L	1:1
Rsc1a1	RSC1A1	1:1
Rsf1	RSF1	1:1
Rskr	RSKR	1:1
Rsl1d1	RSL1D1	1:1
Rsl24d1	RSL24D1	1:1
Rsph1	RSPH1	1:1
Rsph10b	RSPH10B	many
Rsph10b	RSPH10B2	many
Rsph14	RSPH14	1:1
Rsph3a	RSPH3	1:1
Rsph3b	RSPH3	1:1
Rsph4a	RSPH4A	1:1
Rsph6a	RSPH6A	1:1
Rsph9	RSPH9	1:1
Rspo1	RSPO1	1:1
Rspo2	RSPO2	1:1
Rspo3	RSPO3	1:1
Rspo4	RSPO4	1:1
Rspry1	RSPRY1	1:1
Rsrc1	RSRC1	1:1
Rsrc2	RSRC2	1:1
Rsrp1	RSRP1	1:1
Rsu1	RSU1	1:1
Rtbdn	RTBDN	1:1
Rtca	RTCA	1:1
Rtcb	RTCB	1:1
Rtel1	RTEL1	1:1
Rtf1	RTF1	1:1
Rtf2	RTF2	1:1
Rtkn	RTKN	1:1
Rtkn2	RTKN2	1:1
Rtl1	RTL1	1:1
Rtl3	RTL3	1:1
Rtl4	RTL4	1:1
Rtl5	RTL5	1:1
Rtl6	RTL6	1:1
Rtl8a	RTL8A	many
Rtl8a	RTL8B	many
Rtl8a	RTL8C	many
Rtl8b	RTL8A	many
Rtl8b	RTL8B	many
Rtl8b	RTL8C	many
Rtl8c	RTL8A	many
Rtl8c	RTL8B	many
Rtl8c	RTL8C	many
Rtl9	RTL9	1:1
Rtn1	RTN1	1:1
Rtn2	RTN2	1:1
Rtn3	RTN3	1:1
Rtn4	RTN4	1:1
Rtn4ip1	RTN4IP1	1:1
Rtn4r	RTN4R	1:1
Rtn4rl1	RTN4RL1	1:1
Rtn4rl2	RTN4RL2	1:1
Rtp1	RTP1	1:1
Rtp2	RTP2	1:1
Rtp3	RTP3	1:1
Rtp4	RTP4	1:1
Rtraf	RTRAF	1:1
Rttn	RTTN	1:1
Rubcn	RUBCN	1:1
Rubcnl	RUBCNL	1:1
Rufy1	RUFY1	1:1
Rufy2	RUFY2	1:1
Rufy3	RUFY3	1:1
Rufy4	RUFY4	1:1
Rundc1	RUNDC1	1:1
Rundc3a	RUNDC3A	1:1
Rundc3b	RUNDC3B	1:1
Runx1	RUNX1	1:1
Runx1t1	RUNX1T1	1:1
Runx2	RUNX2	1:1
Runx3	RUNX3	1:1
Rusc1	RUSC1	1:1
Rusc2	RUSC2	1:1
Rusf1	RUSF1	1:1
Ruvbl1	RUVBL1	1:1
Ruvbl2	RUVBL2	1:1
Rwdd1	RWDD1	1:1
Rwdd2a	RWDD2A	1:1
Rwdd2b	RWDD2B	1:1
Rwdd3	RWDD3	1:1
Rwdd4a	RWDD4	1:1
Rxfp1	RXFP1	1:1
Rxfp2	RXFP2	1:1
Rxfp3	RXFP3	1:1
Rxfp4	RXFP4	1:1
Rxra	RXRA	1:1
Rxrb	RXRB	1:1
Rxrg	RXRG	1:1
Rxylt1	RXYLT1	1:1
Rybp	RYBP	1:1
Ryk	RYK	1:1
Ryr1	RYR1	1:1
Ryr2	RYR2	1:1
Ryr3	RYR3	1:1
S100a1	S100A1	1:1
S100a10	S100A10	1:1
S100a11	S100A11	1:1
S100a13	S100A13	1:1
S100a14	S100A14	1:1
S100a16	S100A16	1:1
S100a2	S100A2	1:1
S100a3	S100A3	1:1
S100a4	S100A4	1:1
S100a5	S100A5	1:1
S100a6	S100A6	1:1
S100a7a	S100A7	many
S100a7a	S100A7A	many
S100a7a	S100A7L2	many
S100a8	S100A8	1:1
S100a9	S100A9	1:1
S100b	S100B	1:1
S100g	S100G	1:1
S100pbp	S100PBP	1:1
S100z	S100Z	1:1
S1pr1	S1PR1	1:1
S1pr2	S1PR2	1:1
S1pr3	S1PR3	1:1
S1pr4	S1PR4	1:1
S1pr5	S1PR5	1:1
S2bpcox16	SYNJ2BP	1:1
Saa1	SAA1	many
Saa1	SAA2	many
Saa2	SAA1	many
Saa2	SAA2	many
Saa3	SAA1	many
Saa3	SAA2	many
Saa3	SAA3P	many
Saa4	SAA4	1:1
Saal1	SAAL1	1:1
Sac3d1	SAC3D1	1:1
Sack1a	SACK1A	1:1
Sack1b	SACK1B	1:1
Sack1c	SACK1C	1:1
Sack1d	SACK1D	1:1
Sack1e	SACK1E	1:1
Sack1f	SACK1F	1:1
Sack1g	SACK1G	1:1
Sack1h	SACK1H	1:1
Sacm1l	SACM1L	1:1
Sacs	SACS	1:1
Sae1	SAE1	1:1
Safb	SAFB	1:1
Safb2	SAFB2	1:1
Sag	SAG	1:1
Sall1	SALL1	1:1
Sall2	SALL2	1:1
Sall3	SALL3	1:1
Sall4	SALL4	1:1
Samd1	SAMD1	1:1
Samd10	SAMD10	1:1
Samd11	SAMD11	1:1
Samd12	SAMD12	1:1
Samd13	SAMD13	1:1
Samd14	SAMD14	1:1
Samd15	SAMD15	1:1
Samd3	SAMD3	1:1
Samd4	SAMD4A	1:1
Samd4b	SAMD4B	1:1
Samd5	SAMD5	1:1
Samd7	SAMD7	1:1
Samd8	SAMD8	1:1
Samd9l	SAMD9L	1:1
Samhd1	SAMHD1	1:1
Samm50	SAMM50	1:1
Samsn1	SAMSN1	1:1
Samtor	SAMTOR	1:1
Sanbr	SANBR	1:1
Sap130	SAP130	1:1
Sap18	SAP18	1:1
Sap25	SAP25	1:1
Sap30	SAP30	1:1
Sap30bp	SAP30BP	1:1
Sap30l	SAP30L	1:1
Sapcd1	SAPCD1	1:1
Sapcd2	SAPCD2	1:1
Sar1a	SAR1A	1:1
Sar1b	SAR1B	1:1
Saraf	SARAF	1:1
Sardh	SARDH	1:1
Sarm1	SARM1	1:1
Sarnp	SARNP	1:1
Sars1	SARS1	1:1
Sars2	SARS2	1:1
Sart1	SART1	1:1
Sart3	SART3	1:1
Sash1	SASH1	1:1
Sash3	SASH3	1:1
Sass6	SASS6	1:1
Sat1	SAT1	1:1
Sat2	SAT2	1:1
Satb1	SATB1	1:1
Satb2	SATB2	1:1
Satl1	SATL1	1:1
Sav1	SAV1	1:1
Saxo1	SAXO1	1:1
Saxo2	SAXO2	1:1
Saxo4	SAXO4	1:1
Saxo5	SAXO5	1:1
Saxo6	SAXO6	1:1
Saysd1	SAYSD1	1:1
Sbds	SBDS	1:1
Sbf1	SBF1	1:1
Sbf2	SBF2	1:1
Sbk1	SBK1	1:1
Sbk2	SBK2	1:1
Sbk3	SBK3	1:1
Sbno1	SBNO1	1:1
Sbno2	SBNO2	1:1
Sbp	ZG16B	1:1
Sbpl	ZG16B	1:1
Sbsn	SBSN	1:1
Sbspon	SBSPON	1:1
Sc5d	SC5D	1:1
Scaf1	SCAF1	1:1
Scaf11	SCAF11	1:1
Scaf4	SCAF4	1:1
Scaf8	SCAF8	1:1
Scai	SCAI	1:1
Scamp1	SCAMP1	1:1
Scamp2	SCAMP2	1:1
Scamp3	SCAMP3	1:1
Scamp4	SCAMP4	1:1
Scamp5	SCAMP5	1:1
Scand1	SCAND1	1:1
Scap	SCAP	1:1
Scaper	SCAPER	1:1
Scara3	SCARA3	1:1
Scara5	SCARA5	1:1
Scarb1	SCARB1	1:1
Scarb2	SCARB2	1:1
Scarf1	SCARF1	1:1
Scarf2	SCARF2	1:1
Scart1	SCART1	1:1
Scart2	SCART1	1:1
Sccpdh	SCCPDH	1:1
Scd1	SCD	1:1
Scd2	SCD	1:1
Scd3	SCD	1:1
Scd4	SCD	1:1
Scel	SCEL	1:1
Scfd1	SCFD1	1:1
Scfd2	SCFD2	1:1
Scg2	SCG2	1:1
Scg3	SCG3	1:1
Scg5	SCG5	1:1
Scgb1a1	SCGB1A1	1:1
Scgb1c1	SCGB1C1	many
Scgb1c1	SCGB1C2	many
Scgb2a2	SCGB2A1	many
Scgb2a2	SCGB2A2	many
Scgb3a1	SCGB3A1	1:1
Scgb3a2	SCGB3A2	1:1
Scgn	SCGN	1:1
Schip1	SCHIP1	1:1
Scimp	SCIMP	1:1
Scin	SCIN	1:1
Sclt1	SCLT1	1:1
Scly	SCLY	1:1
Scmh1	SCMH1	1:1
Scml2	SCML2	1:1
Scml4	SCML4	1:1
Scn10a	SCN10A	1:1
Scn11a	SCN11A	1:1
Scn1a	SCN1A	1:1
Scn1b	SCN1B	1:1
Scn2a	SCN2A	1:1
Scn2b	SCN2B	1:1
Scn3a	SCN3A	1:1
Scn3b	SCN3B	1:1
Scn4a	SCN4A	1:1
Scn4b	SCN4B	1:1
Scn5a	SCN5A	1:1
Scn7a	SCN7A	1:1
Scn8a	SCN8A	1:1
Scn9a	SCN9A	1:1
Scnm1	SCNM1	1:1
Scnn1a	SCNN1A	1:1
Scnn1b	SCNN1B	1:1
Scnn1g	SCNN1G	1:1
Sco1	SCO1	1:1
Sco2	SCO2	1:1
Scoc	SCOC	1:1
Scp2	SCP2	1:1
Scp2d1	SCP2D1	1:1
Scpep1	SCPEP1	1:1
Scpppq1	SCPPPQ1	1:1
Scrg1	SCRG1	1:1
Scrib	SCRIB	1:1
Scrn1	SCRN1	1:1
Scrn2	SCRN2	1:1
Scrn3	SCRN3	1:1
Scrt1	SCRT1	1:1
Scrt2	SCRT2	1:1
Sct	SCT	1:1
Sctr	SCTR	1:1
Scube1	SCUBE1	1:1
Scube2	SCUBE2	1:1
Scube3	SCUBE3	1:1
Scx	SCX	1:1
Scyl1	SCYL1	1:1
Scyl2	SCYL2	1:1
Scyl3	SCYL3	1:1
Sdad1	SDAD1	1:1
Sdc1	SDC1	1:1
Sdc2	SDC2	1:1
Sdc3	SDC3	1:1
Sdc4	SDC4	1:1
Sdcbp	SDCBP	1:1
Sdcbp2	SDCBP2	1:1
Sdccag8	SDCCAG8	1:1
Sde2	SDE2	1:1
Sdf2	SDF2	1:1
Sdf2l1	SDF2L1	1:1
Sdf4	SDF4	1:1
Sdha	SDHA	1:1
Sdhaf1	SDHAF1	1:1
Sdhaf2	SDHAF2	1:1
Sdhaf3	SDHAF3	1:1
Sdhaf4	SDHAF4	1:1
Sdhb	SDHB	1:1
Sdhc	SDHC	1:1
Sdhd	SDHD	1:1
Sdk1	SDK1	1:1
Sdk2	SDK2	1:1
Sdr16c5	SDR16C5	1:1
Sdr16c6	SDR16C6P	1:1
Sdr39u1	SDR39U1	1:1
Sdr42e1	SDR42E1	1:1
Sdr42e2	SDR42E2	1:1
Sdr9c7	SDR9C7	1:1
Sds	SDS	1:1
Sdsl	SDSL	1:1
Sebox	SEBOX	1:1
Sec11a	SEC11A	1:1
Sec11c	SEC11C	1:1
Sec13	SEC13	1:1
Sec14l1	SEC14L1	1:1
Sec14l2	SEC14L2	1:1
Sec14l3	SEC14L3	1:1
Sec14l4	SEC14L4	1:1
Sec14l5	SEC14L5	1:1
Sec16a	SEC16A	1:1
Sec16b	SEC16B	1:1
Sec22a	SEC22A	1:1
Sec22b	SEC22B	1:1
Sec22c	SEC22C	1:1
Sec23a	SEC23A	1:1
Sec23b	SEC23B	1:1
Sec23ip	SEC23IP	1:1
Sec24a	SEC24A	1:1
Sec24b	SEC24B	1:1
Sec24c	SEC24C	1:1
Sec24d	SEC24D	1:1
Sec31a	SEC31A	1:1
Sec31b	SEC31B	1:1
Sec61a1	SEC61A1	1:1
Sec61a2	SEC61A2	1:1
Sec61b	SEC61B	1:1
Sec61g	SEC61G	1:1
Sec62	SEC62	1:1
Sec63	SEC63	1:1
Secisbp2	SECISBP2	1:1
Secisbp2l	SECISBP2L	1:1
Sectm1a	SECTM1	1:1
Sectm1b	SECTM1	1:1
Seh1l	SEH1L	1:1
Sel1l	SEL1L	1:1
Sel1l2	SEL1L2	1:1
Sel1l3	SEL1L3	1:1
Sele	SELE	1:1
Selenbp1	SELENBP1	1:1
Selenbp2	SELENBP1	1:1
Selenof	SELENOF	1:1
Selenoh	SELENOH	1:1
Selenoi	SELENOI	1:1
Selenok	SELENOK	1:1
Selenom	SELENOM	1:1
Selenon	SELENON	1:1
Selenoo	SELENOO	1:1
Selenop	SELENOP	1:1
Selenos	SELENOS	1:1
Selenot	SELENOT	1:1
Selenov	SELENOV	1:1
Selenow	SELENOW	1:1
Sell	SELL	1:1
Selp	SELP	1:1
Selplg	SELPLG	1:1
Sem1	SEM1	1:1
Sema3a	SEMA3A	1:1
Sema3b	SEMA3B	1:1
Sema3c	SEMA3C	1:1
Sema3d	SEMA3D	1:1
Sema3e	SEMA3E	1:1
Sema3f	SEMA3F	1:1
Sema3g	SEMA3G	1:1
Sema4a	SEMA4A	1:1
Sema4b	SEMA4B	1:1
Sema4c	SEMA4C	1:1
Sema4d	SEMA4D	1:1
Sema4f	SEMA4F	1:1
Sema4g	SEMA4G	1:1
Sema5a	SEMA5A	1:1
Sema5b	SEMA5B	1:1
Sema6a	SEMA6A	1:1
Sema6b	SEMA6B	1:1
Sema6c	SEMA6C	1:1
Sema6d	SEMA6D	1:1
Sema7a	SEMA7A	1:1
Semg1	SEMG1	many
Semg1	SEMG2	many
Senp1	SENP1	1:1
Senp2	SENP2	1:1
Senp3	SENP3	1:1
Senp5	SENP5	1:1
Senp6	SENP6	1:1
Senp7	SENP7	1:1
Senp8	SENP8	1:1
Sephs1	SEPHS1	1:1
Sephs2	SEPHS2	1:1
Sepsecs	SEPSECS	1:1
Septin1	SEPTIN1	1:1
Septin10	SEPTIN10	1:1
Septin11	SEPTIN11	1:1
Septin12	SEPTIN12	1:1
Septin14	SEPTIN14	1:1
Septin2	SEPTIN2	1:1
Septin3	SEPTIN3	1:1
Septin4	SEPTIN4	1:1
Septin5	SEPTIN5	1:1
Septin6	SEPTIN6	1:1
Septin7	SEPTIN7	1:1
Septin8	SEPTIN8	1:1
Septin9	SEPTIN9	1:1
Serac1	SERAC1	1:1
Serbp1	SERBP1	1:1
Serf1	SERF1A	many
Serf1	SERF1B	many
Serf2	SERF2	1:1
Sergef	SERGEF	1:1
Serhl	SERHL	many
Serhl	SERHL2	many
Serinc1	SERINC1	1:1
Serinc2	SERINC2	1:1
Serinc3	SERINC3	1:1
Serinc4	SERINC4	1:1
Serinc5	SERINC5	1:1
Serp1	SERP1	1:1
Serp2	SERP2	1:1
Serpina10	SERPINA10	1:1
Serpina11	SERPINA11	1:1
Serpina12	SERPINA12	1:1
Serpina1a	SERPINA1	1:1
Serpina1b	SERPINA1	1:1
Serpina1c	SERPINA1	1:1
Serpina1d	SERPINA1	1:1
Serpina1e	SERPINA1	1:1
Serpina1f	SERPINA2	1:1
Serpina3a	SERPINA3	1:1
Serpina3b	SERPINA3	1:1
Serpina3c	SERPINA3	1:1
Serpina3f	SERPINA3	1:1
Serpina3g	SERPINA3	1:1
Serpina3i	SERPINA3	1:1
Serpina3j	SERPINA3	1:1
Serpina3k	SERPINA3	1:1
Serpina3m	SERPINA3	1:1
Serpina3n	SERPINA3	1:1
Serpina5	SERPINA5	1:1
Serpina6	SERPINA6	1:1
Serpina7	SERPINA7	1:1
Serpina9	SERPINA9	1:1
Serpinb10	SERPINB10	1:1
Serpinb11	SERPINB11	1:1
Serpinb12	SERPINB12	1:1
Serpinb13	SERPINB13	1:1
Serpinb1a	SERPINB1	1:1
Serpinb1b	SERPINB1	1:1
Serpinb1c	SERPINB1	1:1
Serpinb2	SERPINB2	1:1
Serpinb3a	SERPINB3	many
Serpinb3a	SERPINB4	many
Serpinb3b	SERPINB3	many
Serpinb3b	SERPINB4	many
Serpinb3c	SERPINB3	many
Serpinb3c	SERPINB4	many
Serpinb3d	SERPINB3	many
Serpinb3d	SERPINB4	many
Serpinb5	SERPINB5	1:1
Serpinb6a	SERPINB6	1:1
Serpinb6b	SERPINB6	1:1
Serpinb6c	SERPINB6	1:1
Serpinb6d	SERPINB6	1:1
Serpinb6e	SERPINB6	1:1
Serpinb7	SERPINB7	1:1
Serpinb8	SERPINB8	1:1
Serpinb9	SERPINB9	1:1
Serpinb9b	SERPINB9	1:1
Serpinb9c	SERPINB9	1:1
Serpinb9d	SERPINB9	1:1
Serpinb9e	SERPINB9	1:1
Serpinb9f	SERPINB9	1:1
Serpinb9g	SERPINB9	1:1
Serpinb9h	SERPINB9	1:1
Serpinc1	SERPINC1	1:1
Serpind1	SERPIND1	1:1
Serpine1	SERPINE1	1:1
Serpine2	SERPINE2	1:1
Serpine3	SERPINE3	1:1
Serpinf1	SERPINF1	1:1
Serpinf2	SERPINF2	1:1
Serping1	SERPING1	1:1
Serpinh1	SERPINH1	1:1
Serpini1	SERPINI1	1:1
Serpini2	SERPINI2	1:1
Sertad1	SERTAD1	1:1
Sertad2	SERTAD2	1:1
Sertad3	SERTAD3	1:1
Sertad4	SERTAD4	1:1
Sertad4b-ps	SERTAD4BP	1:1
Sertm1	SERTM1	1:1
Sertm2	SERTM2	1:1
Sesn1	SESN1	1:1
Sesn2	SESN2	1:1
Sesn3	SESN3	1:1
Sestd1	SESTD1	1:1
Set	SET	many
Set	SETSIP	many
Setbp1	SETBP1	1:1
Setd1a	SETD1A	1:1
Setd1b	SETD1B	1:1
Setd2	SETD2	1:1
Setd3	SETD3	1:1
Setd4	SETD4	1:1
Setd5	SETD5	1:1
Setd6	SETD6	1:1
Setd7	SETD7	1:1
Setdb1	SETDB1	1:1
Setdb2	SETDB2	1:1
Setmar	SETMAR	1:1
Setx	SETX	1:1
Sez6	SEZ6	1:1
Sez6l	SEZ6L	1:1
Sez6l2	SEZ6L2	1:1
Sf1	SF1	1:1
Sf3a1	SF3A1	1:1
Sf3a2	SF3A2	1:1
Sf3a3	SF3A3	1:1
Sf3b1	SF3B1	1:1
Sf3b2	SF3B2	1:1
Sf3b3	SF3B3	1:1
Sf3b4	SF3B4	1:1
Sf3b5	SF3B5	1:1
Sf3b6	SF3B6	1:1
Sfi1	SFI1	1:1
Sfmbt1	SFMBT1	1:1
Sfmbt2	SFMBT2	1:1
Sfn	SFN	1:1
Sfpq	SFPQ	1:1
Sfr1	SFR1	1:1
Sfrp1	SFRP1	1:1
Sfrp2	SFRP2	1:1
Sfrp4	SFRP4	1:1
Sfrp5	SFRP5	1:1
Sfswap	SFSWAP	1:1
Sft2d1	SFT2D1	1:1
